created_date,arrival_date,departure_date,room_type,room_ocp_type,meal_plan,country
08-06-16,8/31/2016,09-01-16,PDLX,DBL,FB,Sri Lanka
07-09-16,8/31/2016,09-03-16,HDLX,DBL,BB,United Kingdom
8/31/2016,8/31/2016,09-01-16,GSUT,DBL,BB,Sri Lanka
06-10-16,8/31/2016,09-03-16,HDLX,DBL,BB,Sri Lanka
4/28/2016,8/31/2016,09-02-16,PDLX,DBL,BB,United Kingdom
8/23/2016,8/31/2016,09-01-16,STD,DBL,HB,Saudi Arabia
8/15/2016,8/31/2016,09-05-16,PDLX,SGL,FB,Sri Lanka
8/31/2016,09-01-16,09-02-16,SUPR,TPL,BB,United Arab Emirates
6/19/2016,09-01-16,09-04-16,STD,DBL,BB,United Kingdom
07-11-16,09-01-16,09-02-16,GSUT,DBL,BB,Australia
8/21/2016,09-01-16,09-04-16,PDLX,DBL,BB,United Kingdom
7/25/2016,09-01-16,09-02-16,PDLX,TPL,BB,Saudi Arabia
8/17/2016,09-01-16,09-03-16,STD,SGL,BB,United States
08-03-16,09-01-16,09-03-16,PDLX,DBL,BB,United Kingdom
7/13/2016,09-01-16,09-03-16,PDLX,DBL,FB,Sri Lanka
2/16/2016,09-01-16,09-02-16,STD,DBL,HB,United Kingdom
07-04-16,09-01-16,09-03-16,HDLX,DBL,BB,United Kingdom
05-04-16,09-01-16,09-02-16,STD,DBL,HB,Spain
7/13/2016,09-01-16,09-04-16,PDLX,DBL,BB,United Kingdom
09-01-16,09-01-16,09-02-16,SUPR,DBL,BB,France
3/24/2016,09-01-16,09-02-16,STD,DBL,BB,France
07-12-16,09-02-16,09-04-16,GSUT,DBL,BB,United Kingdom
08-09-16,09-02-16,09-04-16,SUPR,DBL,HB,Sri Lanka
4/18/2016,09-02-16,09-03-16,PDLX,SGL,HB,United Kingdom
05-05-16,09-02-16,09-03-16,PDLX,DBL,BB,New Zealand
5/17/2016,09-02-16,09-03-16,STD,DBL,BB,Sri Lanka
8/22/2016,09-02-16,09-03-16,PDLX,DBL,FB,Sri Lanka
8/20/2016,09-02-16,09-03-16,SUPR,DBL,BB,England
4/26/2016,09-02-16,09-04-16,PDLX,DBL,HB,Saudi Arabia
6/21/2016,09-02-16,09-03-16,STD,DBL,BB,Belgium
5/31/2016,09-02-16,09-04-16,STD,DBL,HB,Sri Lanka
08-07-16,09-02-16,09-04-16,SUPR,DBL,BB,France
5/13/2016,09-02-16,09-04-16,STD,DBL,BB,Sri Lanka
7/14/2016,09-03-16,09-04-16,PDLX,TPL,HB,United Kingdom
8/17/2016,09-03-16,09-04-16,STD,DBL,FB,Sri Lanka
1/25/2016,09-03-16,09-04-16,PDLX,DBL,BB,England
07-05-16,09-03-16,09-04-16,STD,DBL,FB,Sri Lanka
8/13/2016,09-03-16,09-05-16,PDLX,TPL,HB,Sri Lanka
09-02-16,09-03-16,09-04-16,STD,DBL,BB,Sri Lanka
6/21/2016,09-03-16,09-06-16,PDLX,DBL,FB,Sri Lanka
8/21/2016,09-03-16,09-04-16,PDLX,DBL,BB,United Kingdom
5/28/2016,09-03-16,09-04-16,HDLX,DBL,BB,Saudi Arabia
2/15/2016,09-03-16,09-04-16,PDLX,DBL,FB,Sri Lanka
08-09-16,09-03-16,09-04-16,HDLX,DBL,FB,Sri Lanka
4/27/2016,09-03-16,09-05-16,PDLX,SGL,FB,Sri Lanka
8/23/2016,09-03-16,09-04-16,STD,DBL,FB,Sri Lanka
4/29/2016,09-04-16,09-06-16,PDLX,DBL,BB,England
08-06-16,09-04-16,09-06-16,STD,DBL,BB,Switzerland
7/28/2016,09-04-16,09-05-16,PDLX,DBL,BB,Sri Lanka
8/21/2016,09-04-16,09-09-16,SUPR,DBL,HB,United Arab Emirates
06-08-16,09-04-16,09-06-16,PDLX,DBL,HB,Germany
04-11-16,09-04-16,09-06-16,HDLX,DBL,FB,Sri Lanka
8/31/2016,09-04-16,09-05-16,PDLX,DBL,BB,United Kingdom
08-07-16,09-04-16,09-06-16,PDLX,DBL,BB,Spain
6/24/2016,09-04-16,09-05-16,STD,DBL,HB,Spain
5/16/2016,09-04-16,09-07-16,PDLX,DBL,BB,Denmark
6/27/2016,09-04-16,09-05-16,STD,DBL,BB,United Kingdom
8/16/2016,09-04-16,09-05-16,SUPR,TPL,FB,Sri Lanka
09-01-16,09-04-16,09-05-16,GSUT,DBL,FB,Sri Lanka
08-09-16,09-04-16,09-06-16,SUPR,DBL,BB,Belgium
08-10-16,09-04-16,09-05-16,STD,DBL,FB,Sri Lanka
01-11-16,09-04-16,09-06-16,PDLX,DBL,FB,Sri Lanka
8/16/2016,09-05-16,09-06-16,STD,DBL,BB,Singapore
10-08-15,09-05-16,09-06-16,STD,DBL,HB,United Kingdom
8/17/2016,09-05-16,09-06-16,HDLX,DBL,FB,Sri Lanka
8/22/2016,09-05-16,09-07-16,HDLX,DBL,FB,Sri Lanka
2/17/2016,09-05-16,09-06-16,PDLX,DBL,HB,Belgium
6/16/2016,09-05-16,09-06-16,PDLX,DBL,BB,Singapore
8/22/2016,09-05-16,09-06-16,PDLX,DBL,BB,Norway
09-03-16,09-05-16,09-06-16,SUPR,DBL,BB,Netherlands
08-07-16,09-05-16,09-06-16,PDLX,DBL,BB,Spain
08-11-16,09-05-16,09-06-16,STD,DBL,HB,United Kingdom
5/13/2016,09-05-16,09-07-16,GSUT,DBL,HB,Sri Lanka
04-11-16,09-06-16,09-08-16,PDLX,DBL,BB,Saudi Arabia
08-11-16,09-06-16,09-07-16,STD,DBL,BB,India
8/31/2016,09-06-16,09-07-16,HDLX,DBL,FB,Sri Lanka
12/24/2015,09-06-16,09-08-16,PDLX,DBL,BB,United Kingdom
8/22/2016,09-06-16,09-08-16,STD,DBL,BB,United Kingdom
10/13/2014,09-06-16,09-08-16,STD,DBL,HB,England
5/17/2016,09-06-16,09-07-16,PDLX,DBL,HB,Germany
8/18/2016,09-06-16,09-07-16,STD,DBL,BB,United Kingdom
2/16/2016,09-06-16,09-08-16,PDLX,DBL,BB,Australia
09-05-16,09-06-16,09-07-16,PDLX,DBL,BB,Switzerland
08-10-16,09-06-16,09-08-16,PDLX,TPL,BB,Saudi Arabia
3/31/2016,09-06-16,09-09-16,PDLX,DBL,HB,United Kingdom
08-03-15,09-06-16,09-08-16,HDLX,DBL,HB,United Kingdom
8/16/2016,09-06-16,09-08-16,PDLX,TPL,FB,Sri Lanka
07-10-15,09-06-16,09-08-16,STD,SGL,BB,United Kingdom
11-12-15,09-06-16,09-08-16,PDLX,TPL,BB,United Kingdom
04-11-16,09-06-16,09-07-16,PDLX,DBL,BB,United Kingdom
09-06-16,09-07-16,09-08-16,PDLX,TPL,FB,Sri Lanka
8/17/2016,09-07-16,09-08-16,HDLX,DBL,BB,United Kingdom
4/22/2016,09-07-16,09-08-16,PDLX,DBL,HB,Italy
4/25/2016,09-07-16,09-10-16,PDLX,DBL,HB,Belgium
09-07-16,09-07-16,09-08-16,STD,DBL,BB,France
09-02-16,09-07-16,09-08-16,STD,SGL,BB,Sri Lanka
05-03-16,09-07-16,09-08-16,GSUT,DBL,HB,France
8/29/2016,09-07-16,09-08-16,SUPR,DBL,HB,United Kingdom
08-11-16,09-07-16,09-08-16,HDLX,DBL,BB,Sri Lanka
2/29/2016,09-07-16,09-09-16,PDLX,DBL,BB,Australia
04-11-16,09-08-16,09-10-16,PDLX,DBL,HB,Australia
08-03-16,09-08-16,09-09-16,GSUT,DBL,HB,Sri Lanka
08-05-16,09-08-16,09-10-16,PDLX,DBL,FB,Sri Lanka
09-01-16,09-08-16,09-09-16,PDLX,DBL,FB,Sri Lanka
7/30/2016,09-08-16,09-09-16,STD,DBL,BB,Sri Lanka
10/30/2015,09-08-16,09-10-16,HDLX,DBL,BB,United Kingdom
2/16/2016,09-08-16,09-10-16,PDLX,DBL,HB,United Kingdom
08-06-16,09-08-16,09-09-16,STD,DBL,HB,Sri Lanka
05-06-16,09-08-16,09-11-16,SUPR,DBL,BB,Germany
8/21/2016,09-08-16,09-10-16,STD,DBL,BB,United Kingdom
09-07-16,09-08-16,09-09-16,STD,SGL,BB,United Kingdom
08-02-16,09-08-16,09-10-16,PDLX,DBL,BB,Australia
05-10-16,09-08-16,09-09-16,HDLX,DBL,FB,Sri Lanka
6/27/2016,09-08-16,09-09-16,PDLX,DBL,BB,United Kingdom
7/24/2016,09-08-16,09-09-16,PDLX,DBL,BB,United Kingdom
1/23/2016,09-08-16,09-11-16,PDLX,DBL,BB,United Kingdom
4/25/2016,09-08-16,09-09-16,PDLX,DBL,HB,Australia
7/17/2016,09-08-16,09-10-16,GSUT,DBL,FB,Sri Lanka
07-10-15,09-09-16,09-10-16,SUPR,DBL,HB,France
02-12-16,09-09-16,09-11-16,PDLX,DBL,BB,United Kingdom
09-05-16,09-09-16,09-11-16,PDLX,DBL,FB,Sri Lanka
8/15/2016,09-09-16,09-10-16,PDLX,DBL,FB,Sri Lanka
5/20/2016,09-09-16,09-12-16,STD,DBL,BB,Australia
4/16/2016,09-09-16,09-11-16,PDLX,DBL,BB,United Kingdom
8/15/2016,09-09-16,09-11-16,SUPR,DBL,BB,Qatar
06-07-16,09-09-16,09-10-16,STD,DBL,HB,Sri Lanka
07-04-16,09-09-16,09-10-16,STD,DBL,BB,France
7/17/2016,09-09-16,09-10-16,GSUT,DBL,HB,Sri Lanka
07-03-16,09-09-16,09-10-16,PDLX,DBL,FB,Sri Lanka
08-03-16,09-09-16,09-10-16,STD,DBL,FB,Sri Lanka
03-03-16,09-09-16,09-10-16,HDLX,DBL,FB,Sri Lanka
11/22/2015,09-09-16,09-11-16,HDLX,DBL,RO,Sri Lanka
5/25/2016,09-09-16,09-10-16,PDLX,DBL,BB,France
4/16/2016,09-09-16,09-10-16,STD,DBL,BB,United Kingdom
09-02-16,09-10-16,09-12-16,GSUT,DBL,FB,United States
7/14/2016,09-10-16,09-11-16,PDLX,TPL,FB,Sri Lanka
8/29/2016,09-10-16,09-11-16,PDLX,DBL,FB,Sri Lanka
09-02-15,09-10-16,09-12-16,PDLX,DBL,HB,Iran
7/18/2016,09-10-16,09-11-16,STD,DBL,FB,Sri Lanka
8/22/2016,09-10-16,09-12-16,PDLX,DBL,BB,India
9/18/2015,09-10-16,9/14/2016,PDLX,DBL,BB,Denmark
6/21/2016,09-10-16,09-11-16,HDLX,DBL,FB,Sri Lanka
4/24/2016,09-10-16,09-12-16,STD,DBL,BB,United Kingdom
8/30/2016,09-10-16,09-12-16,STD,DBL,BB,Scotland
09-02-16,09-10-16,09-11-16,STD,DBL,FB,Sri Lanka
5/26/2016,09-10-16,09-12-16,PDLX,DBL,FB,Sri Lanka
4/19/2016,09-10-16,09-11-16,HDLX,DBL,HB,Germany
6/17/2016,09-10-16,09-11-16,STD,DBL,FB,Sri Lanka
06-09-16,09-10-16,09-12-16,PDLX,TPL,HB,United Arab Emirates
08-12-16,09-11-16,9/13/2016,SUPR,DBL,BB,Jordan
07-10-16,09-11-16,09-12-16,PDLX,DBL,BB,United Arab Emirates
2/27/2016,09-11-16,9/13/2016,PDLX,DBL,BB,United States
08-07-16,09-11-16,09-12-16,PDLX,DBL,BB,United States
07-11-16,09-11-16,09-12-16,HDLX,DBL,BB,Australia
4/22/2016,09-11-16,9/13/2016,PDLX,DBL,BB,Australia
7/14/2016,09-11-16,9/13/2016,HDLX,DBL,FB,Sri Lanka
08-07-16,09-11-16,09-12-16,STD,DBL,BB,United States
4/19/2016,09-11-16,09-12-16,STD,DBL,HB,Belgium
04-05-16,09-11-16,9/13/2016,PDLX,DBL,HB,Ireland
6/28/2016,09-11-16,09-12-16,PDLX,DBL,BB,Australia
7/27/2016,09-11-16,9/13/2016,HDLX,DBL,BB,Canada
4/26/2016,09-11-16,9/13/2016,PDLX,DBL,BB,United Kingdom
08-08-16,09-12-16,9/13/2016,STD,DBL,FB,Sri Lanka
09-05-16,09-12-16,9/13/2016,GSUT,DBL,HB,India
06-09-16,09-12-16,9/13/2016,PDLX,DBL,HB,Spain
4/26/2016,09-12-16,9/13/2016,PDLX,DBL,BB,India
7/27/2016,09-12-16,9/13/2016,SUPR,DBL,BB,United States
7/20/2016,09-12-16,9/13/2016,HDLX,DBL,HB,England
8/14/2016,09-12-16,9/13/2016,SUPR,DBL,HB,United Kingdom
8/13/2016,09-12-16,9/13/2016,PDLX,DBL,BB,United Kingdom
5/17/2016,09-12-16,9/14/2016,STD,DBL,BB,India
10/23/2015,09-12-16,9/13/2016,PDLX,DBL,BB,United Kingdom
7/27/2016,09-12-16,9/13/2016,HDLX,DBL,BB,Canada
02-02-16,09-12-16,9/14/2016,PDLX,DBL,BB,United Kingdom
8/19/2016,09-12-16,9/13/2016,STD,DBL,BB,Saudi Arabia
8/26/2016,09-12-16,9/13/2016,STD,DBL,BB,Singapore
2/20/2016,09-12-16,9/14/2016,PDLX,DBL,HB,Spain
09-04-15,09-12-16,9/13/2016,PDLX,TPL,BB,United Arab Emirates
08-02-16,9/13/2016,9/15/2016,PDLX,DBL,BB,United Arab Emirates
3/15/2016,9/13/2016,9/14/2016,PDLX,SGL,HB,Australia
3/21/2016,9/13/2016,9/15/2016,STD,DBL,HB,Sweden
8/14/2016,9/13/2016,9/15/2016,PDLX,DBL,BB,Netherlands
09-04-16,9/13/2016,9/14/2016,PDLX,SGL,FB,Sri Lanka
06-06-16,9/13/2016,9/14/2016,HDLX,DBL,BB,Australia
6/27/2016,9/13/2016,9/16/2016,PDLX,DBL,BB,Canada
09-09-16,9/13/2016,9/14/2016,GSUT,DBL,FB,Sri Lanka
06-04-16,9/13/2016,9/14/2016,HDLX,DBL,FB,Sri Lanka
8/16/2016,9/13/2016,9/14/2016,STD,DBL,BB,United Kingdom
9/13/2016,9/13/2016,9/16/2016,GSUT,DBL,BB,United Arab Emirates
7/20/2016,9/13/2016,9/15/2016,STD,DBL,BB,Australia
11/23/2015,9/13/2016,9/14/2016,HDLX,DBL,BB,United Kingdom
07-09-16,9/13/2016,9/15/2016,PDLX,DBL,BB,United Arab Emirates
08-01-16,9/14/2016,9/16/2016,STD,DBL,BB,United States
7/20/2016,9/14/2016,9/15/2016,PDLX,DBL,FB,Sri Lanka
8/27/2016,9/14/2016,9/16/2016,PDLX,DBL,HB,Qatar
07-08-16,9/14/2016,9/15/2016,PDLX,DBL,BB,Australia
7/23/2016,9/14/2016,9/16/2016,PDLX,DBL,HB,Sri Lanka
04-05-16,9/14/2016,9/15/2016,SUPR,DBL,BB,England
08-01-16,9/14/2016,9/16/2016,STD,DBL,BB,United Kingdom
8/20/2016,9/14/2016,9/16/2016,SUPR,DBL,BB,Belgium
8/17/2016,9/14/2016,9/16/2016,STD,DBL,BB,Australia
08-02-16,9/14/2016,9/16/2016,GSUT,DBL,BB,United Arab Emirates
7/21/2016,9/14/2016,9/15/2016,HDLX,DBL,BB,Sri Lanka
08-05-16,9/14/2016,9/15/2016,PDLX,DBL,HB,Belgium
7/17/2016,9/14/2016,9/16/2016,PDLX,DBL,HB,Sri Lanka
7/25/2016,9/14/2016,9/16/2016,PDLX,TPL,BB,England
07-06-16,9/14/2016,9/16/2016,HDLX,DBL,HB,Sri Lanka
7/14/2016,9/14/2016,9/16/2016,PDLX,DBL,BB,United Kingdom
8/22/2016,9/14/2016,9/16/2016,SUPR,DBL,BB,Australia
9/14/2016,9/14/2016,9/15/2016,STD,DBL,HB,Sri Lanka
5/15/2016,9/15/2016,9/16/2016,PDLX,DBL,BB,Malta
8/23/2016,9/15/2016,9/16/2016,STD,DBL,FB,Switzerland
09-09-16,9/15/2016,9/16/2016,HDLX,DBL,BB,Korea
08-12-16,9/15/2016,9/17/2016,PDLX,DBL,FB,Sri Lanka
12/30/2015,9/15/2016,9/16/2016,PDLX,DBL,FB,Sri Lanka
4/30/2016,9/15/2016,9/17/2016,STD,DBL,HB,Switzerland
8/13/2016,9/15/2016,9/17/2016,PDLX,DBL,FB,Sri Lanka
2/17/2016,9/15/2016,9/17/2016,PDLX,DBL,BB,United States
05-04-16,9/15/2016,9/17/2016,STD,DBL,BB,England
09-12-16,9/15/2016,9/16/2016,PDLX,DBL,FB,Sri Lanka
4/22/2016,9/15/2016,9/17/2016,HDLX,DBL,FB,Sri Lanka
8/20/2016,9/16/2016,9/17/2016,SUPR,DBL,HB,Sri Lanka
8/15/2016,9/16/2016,9/17/2016,PDLX,DBL,FB,Sri Lanka
10/29/2015,9/16/2016,9/19/2016,STD,DBL,HB,England
11/26/2015,9/16/2016,9/18/2016,PDLX,DBL,BB,England
5/24/2016,9/16/2016,9/18/2016,PDLX,DBL,BB,United Kingdom
7/13/2016,9/16/2016,9/17/2016,STD,DBL,BB,England
6/27/2016,9/16/2016,9/17/2016,HDLX,DBL,BB,Sri Lanka
5/30/2016,9/16/2016,9/18/2016,GSUT,DBL,BB,United Kingdom
05-02-16,9/16/2016,9/17/2016,STD,DBL,FB,Sri Lanka
06-01-16,9/16/2016,9/17/2016,SUPR,DBL,FB,Sri Lanka
8/22/2016,9/16/2016,9/17/2016,SUPR,DBL,FB,Sri Lanka
10/28/2015,9/16/2016,9/18/2016,STD,DBL,BB,England
2/21/2016,9/16/2016,9/18/2016,PDLX,DBL,FB,Sri Lanka
8/24/2016,9/16/2016,9/18/2016,HDLX,DBL,BB,United Kingdom
1/23/2016,9/16/2016,9/17/2016,PDLX,DBL,BB,Spain
1/29/2016,9/16/2016,9/19/2016,PDLX,DBL,BB,England
09-04-16,9/17/2016,9/18/2016,STD,DBL,BB,Sri Lanka
12/20/2015,9/17/2016,9/18/2016,STD,DBL,HB,France
6/20/2016,9/17/2016,9/18/2016,PDLX,DBL,FB,Sri Lanka
05-04-16,9/17/2016,9/19/2016,STD,DBL,BB,Australia
8/24/2016,9/17/2016,9/19/2016,HDLX,DBL,BB,Saudi Arabia
9/17/2016,9/17/2016,9/19/2016,SUPR,DBL,FB,Sri Lanka
8/25/2016,9/17/2016,9/18/2016,SUPR,DBL,BB,Germany
09-11-16,9/17/2016,9/18/2016,PDLX,DBL,FB,Sri Lanka
09-01-16,9/17/2016,9/18/2016,SUPR,DBL,FB,Sri Lanka
8/26/2016,9/17/2016,9/18/2016,HDLX,DBL,FB,Sri Lanka
09-10-16,9/17/2016,9/18/2016,PDLX,DBL,HB,Sri Lanka
4/29/2016,9/17/2016,9/19/2016,PDLX,DBL,HB,United Kingdom
6/13/2016,9/17/2016,9/19/2016,PDLX,DBL,BB,United Kingdom
9/17/2016,9/17/2016,9/18/2016,PDLX,TPL,FB,Sri Lanka
7/28/2016,9/18/2016,9/19/2016,PDLX,DBL,BB,Germany
5/15/2016,9/18/2016,9/21/2016,PDLX,DBL,BB,Australia
08-03-16,9/18/2016,9/19/2016,GSUT,DBL,HB,Poland
9/18/2016,9/18/2016,9/19/2016,PDLX,TPL,BB,Sri Lanka
2/14/2016,9/18/2016,9/20/2016,PDLX,DBL,FB,Sri Lanka
3/25/2016,9/18/2016,9/20/2016,STD,DBL,HB,England
02-02-16,9/18/2016,9/21/2016,PDLX,DBL,HB,United Kingdom
7/25/2016,9/18/2016,9/19/2016,STD,SGL,HB,China
04-11-16,9/18/2016,9/20/2016,STD,DBL,BB,Germany
8/25/2016,9/18/2016,9/19/2016,PDLX,TPL,BB,Sri Lanka
09-03-16,9/18/2016,9/20/2016,HDLX,DBL,BB,United States
7/26/2016,9/18/2016,9/20/2016,PDLX,DBL,BB,Sri Lanka
02-11-16,9/18/2016,9/20/2016,PDLX,DBL,HB,Spain
6/20/2016,9/18/2016,9/21/2016,PDLX,DBL,BB,Ireland
9/17/2016,9/18/2016,9/19/2016,HDLX,DBL,BB,France
4/28/2016,9/19/2016,9/20/2016,PDLX,DBL,HB,Spain
8/19/2016,9/19/2016,9/20/2016,STD,DBL,BB,United Kingdom
06-01-16,9/19/2016,9/21/2016,HDLX,DBL,FB,Sri Lanka
2/23/2016,9/19/2016,9/21/2016,STD,DBL,BB,Germany
7/14/2016,9/19/2016,9/20/2016,HDLX,DBL,HB,Germany
5/13/2016,9/19/2016,9/20/2016,PDLX,DBL,HB,Spain
06-06-16,9/19/2016,9/22/2016,SUPR,DBL,FB,Sri Lanka
7/29/2016,9/19/2016,9/21/2016,GSUT,DBL,BB,United Arab Emirates
7/30/2016,9/19/2016,9/20/2016,PDLX,DBL,FB,Sri Lanka
01-05-16,9/19/2016,9/21/2016,PDLX,DBL,FB,Sri Lanka
6/17/2016,9/19/2016,9/20/2016,SUPR,DBL,BB,France
1/16/2016,9/19/2016,9/20/2016,STD,DBL,HB,Germany
09-04-16,9/20/2016,9/22/2016,HDLX,DBL,BB,United Arab Emirates
1/20/2016,9/20/2016,9/21/2016,PDLX,DBL,BB,United Kingdom
08-03-16,9/20/2016,9/22/2016,PDLX,DBL,FB,Sri Lanka
5/26/2016,9/20/2016,9/23/2016,STD,DBL,BB,Switzerland
8/19/2016,9/20/2016,9/21/2016,PDLX,DBL,BB,Sri Lanka
9/13/2016,9/20/2016,9/21/2016,SUPR,DBL,HB,Sri Lanka
8/19/2016,9/20/2016,9/21/2016,STD,DBL,BB,Ireland
8/27/2016,9/20/2016,9/21/2016,SUPR,DBL,BB,Belgium
08-02-16,9/20/2016,9/21/2016,HDLX,DBL,BB,Sri Lanka
08-05-16,9/20/2016,9/22/2016,HDLX,DBL,FB,Sri Lanka
8/27/2016,9/20/2016,9/21/2016,STD,DBL,FB,Sri Lanka
6/26/2016,9/20/2016,9/22/2016,PDLX,DBL,HB,Australia
7/29/2016,9/20/2016,9/22/2016,PDLX,DBL,BB,Japan
7/18/2016,9/20/2016,9/22/2016,STD,DBL,BB,Sri Lanka
08-06-16,9/20/2016,9/21/2016,STD,DBL,FB,Sri Lanka
08-03-16,9/21/2016,9/23/2016,STD,DBL,BB,Australia
3/30/2016,9/21/2016,9/22/2016,STD,DBL,HB,United Kingdom
04-01-16,9/21/2016,9/23/2016,PDLX,DBL,BB,Germany
7/27/2016,9/21/2016,9/22/2016,PDLX,SGL,HB,United Kingdom
08-05-16,9/21/2016,9/22/2016,PDLX,DBL,BB,Australia
7/23/2016,9/21/2016,9/23/2016,GSUT,DBL,BB,Australia
07-02-16,9/21/2016,9/23/2016,HDLX,DBL,BB,Australia
06-05-16,9/21/2016,9/23/2016,PDLX,DBL,HB,Sri Lanka
08-05-16,9/21/2016,9/22/2016,PDLX,TPL,FB,Sri Lanka
05-09-16,9/21/2016,9/23/2016,PDLX,DBL,BB,Australia
8/28/2016,9/21/2016,9/23/2016,SUPR,SGL,FB,Sri Lanka
09-02-16,9/21/2016,9/22/2016,STD,SGL,BB,Australia
2/23/2016,9/21/2016,9/23/2016,STD,DBL,HB,Germany
07-05-16,9/22/2016,9/23/2016,SUPR,DBL,HB,Germany
8/21/2015,9/22/2016,9/24/2016,HDLX,DBL,BB,United Kingdom
4/15/2016,9/22/2016,9/24/2016,PDLX,DBL,BB,Malaysia
3/29/2016,9/22/2016,9/24/2016,PDLX,DBL,BB,Austria
1/22/2016,9/22/2016,9/23/2016,STD,DBL,HB,France
4/27/2016,9/22/2016,9/24/2016,PDLX,DBL,BB,Sri Lanka
8/24/2016,9/22/2016,9/24/2016,PDLX,DBL,BB,Netherlands
1/22/2016,9/22/2016,9/23/2016,STD,DBL,BB,Spain
11/26/2015,9/22/2016,9/24/2016,PDLX,DBL,BB,United Kingdom
6/26/2016,9/22/2016,9/23/2016,HDLX,DBL,FB,Sri Lanka
8/20/2016,9/22/2016,9/25/2016,PDLX,DBL,BB,Saudi Arabia
6/20/2016,9/22/2016,9/24/2016,STD,DBL,HB,Germany
8/25/2016,9/23/2016,9/24/2016,STD,DBL,BB,United Kingdom
8/15/2016,9/23/2016,9/24/2016,SUPR,DBL,HB,Australia
07-07-16,9/23/2016,9/24/2016,HDLX,DBL,FB,Sri Lanka
8/30/2016,9/23/2016,9/24/2016,STD,DBL,BB,United Kingdom
3/16/2016,9/23/2016,9/24/2016,PDLX,DBL,HB,Sri Lanka
4/21/2016,9/23/2016,9/25/2016,PDLX,DBL,BB,England
8/16/2016,9/23/2016,9/24/2016,SUPR,TPL,BB,France
7/26/2016,9/23/2016,9/25/2016,PDLX,DBL,FB,Sri Lanka
8/21/2016,9/23/2016,9/24/2016,STD,DBL,BB,Sri Lanka
7/22/2016,9/23/2016,9/25/2016,HDLX,DBL,FB,Sri Lanka
6/23/2016,9/23/2016,9/24/2016,PDLX,DBL,HB,Sri Lanka
05-07-16,9/23/2016,9/24/2016,PDLX,DBL,HB,Canada
09-12-16,9/23/2016,9/24/2016,STD,DBL,BB,France
6/26/2016,9/23/2016,9/25/2016,STD,DBL,BB,Australia
08-02-16,9/23/2016,9/24/2016,SUPR,DBL,BB,Australia
8/18/2016,9/24/2016,9/25/2016,PDLX,DBL,FB,Sri Lanka
8/25/2016,9/24/2016,9/25/2016,PDLX,DBL,HB,Sri Lanka
8/29/2016,9/24/2016,9/25/2016,HDLX,DBL,FB,Sri Lanka
3/25/2016,9/24/2016,9/26/2016,PDLX,TPL,HB,Australia
09-01-16,9/24/2016,9/25/2016,STD,DBL,HB,Russia
12-08-15,9/24/2016,9/26/2016,SUPR,DBL,BB,United Kingdom
08-05-16,9/24/2016,9/27/2016,STD,DBL,HB,Ireland
4/15/2016,9/24/2016,9/26/2016,PDLX,DBL,HB,Belgium
5/19/2016,9/24/2016,9/26/2016,STD,DBL,FB,Sri Lanka
05-12-16,9/24/2016,9/25/2016,SUPR,DBL,BB,England
3/29/2016,9/24/2016,9/26/2016,STD,DBL,BB,Spain
3/25/2016,9/24/2016,9/26/2016,PDLX,TPL,HB,Australia
09-05-16,9/24/2016,9/25/2016,GSUT,DBL,FB,Sri Lanka
07-04-16,9/24/2016,9/25/2016,STD,DBL,FB,Sri Lanka
6/22/2016,9/24/2016,9/25/2016,PDLX,DBL,FB,Sri Lanka
7/27/2016,9/24/2016,9/25/2016,PDLX,DBL,FB,Sri Lanka
8/31/2016,9/24/2016,9/26/2016,HDLX,DBL,BB,England
11-04-15,9/25/2016,9/27/2016,HDLX,DBL,BB,United Kingdom
01-12-16,9/25/2016,9/27/2016,SUPR,DBL,BB,England
9/13/2016,9/25/2016,9/26/2016,HDLX,DBL,BB,Pakistan
6/21/2016,9/25/2016,9/28/2016,PDLX,TPL,BB,Netherlands
09-09-16,9/25/2016,9/27/2016,STD,DBL,BB,Sri Lanka
9/25/2016,9/25/2016,9/26/2016,STD,DBL,BB,Belgium
03-03-16,9/25/2016,9/26/2016,STD,DBL,BB,Netherlands
8/29/2016,9/25/2016,9/27/2016,PDLX,DBL,BB,Swaziland
6/29/2016,9/25/2016,9/27/2016,PDLX,DBL,HB,United Kingdom
09-02-15,9/26/2016,9/28/2016,PDLX,DBL,BB,England
05-10-16,9/26/2016,9/28/2016,PDLX,DBL,HB,France
9/23/2016,9/26/2016,9/27/2016,STD,DBL,FB,Sri Lanka
9/15/2016,9/26/2016,9/28/2016,PDLX,DBL,HB,Australia
10/26/2015,9/26/2016,9/27/2016,SUPR,DBL,HB,United Kingdom
9/20/2016,9/26/2016,9/27/2016,HDLX,DBL,BB,United Kingdom
9/22/2016,9/26/2016,9/28/2016,HDLX,DBL,FB,Sri Lanka
9/26/2016,9/26/2016,9/27/2016,STD,DBL,BB,Sri Lanka
9/20/2016,9/26/2016,9/29/2016,HDLX,DBL,BB,Germany
6/30/2016,9/26/2016,9/28/2016,SUPR,DBL,BB,England
05-04-16,9/26/2016,9/29/2016,PDLX,DBL,HB,Australia
09-10-16,9/26/2016,9/30/2016,STD,DBL,BB,Germany
07-09-16,9/26/2016,9/27/2016,GSUT,DBL,BB,England
9/26/2016,9/27/2016,9/29/2016,HDLX,DBL,BB,Australia
09-12-16,9/27/2016,9/28/2016,STD,DBL,FB,Sri Lanka
