created_date,arrival_date,departure_date,room_type,room_ocp_type,meal_plan,country
9/13/2016,10/23/2016,10/25/2016,SUPR,DBL,HB,Sri Lanka
8/16/2016,10/23/2016,10/25/2016,STD,DBL,FB,Sri Lanka
7/17/2016,10/23/2016,10/24/2016,STD,DBL,FB,Sri Lanka
9/20/2016,10/23/2016,10/24/2016,PDLX,DBL,BB,Germany
10/19/2016,10/23/2016,10/24/2016,PDLX,TPL,HB,Germany
10/22/2016,10/23/2016,10/24/2016,STD,DBL,BB,Germany
10-09-16,10/23/2016,10/24/2016,STD,DBL,FB,Sri Lanka
3/24/2016,10/23/2016,10/25/2016,GSUT,DBL,BB,Swaziland
8/31/2016,10/23/2016,10/25/2016,STD,DBL,BB,Jordan
2/24/2016,10/23/2016,10/25/2016,PDLX,SGL,BB,Canada
7/13/2016,10/23/2016,10/24/2016,PDLX,DBL,BB,Swaziland
9/19/2016,10/23/2016,10/25/2016,PDLX,TPL,HB,France
1/21/2016,10/24/2016,10/25/2016,PDLX,DBL,BB,Norway
06-10-16,10/24/2016,10/26/2016,HDLX,DBL,HB,Sri Lanka
2/23/2016,10/24/2016,10/25/2016,PDLX,DBL,HB,Sri Lanka
10/20/2016,10/24/2016,10/26/2016,HDLX,DBL,FB,Sri Lanka
9/27/2016,10/24/2016,10/25/2016,STD,DBL,HB,Netherlands
10/20/2016,10/24/2016,10/25/2016,PDLX,DBL,BB,United Kingdom
2/25/2016,10/24/2016,10/26/2016,PDLX,DBL,HB,United Kingdom
10-12-16,10/24/2016,10/25/2016,PDLX,DBL,HB,Spain
09-07-16,10/24/2016,10/25/2016,STD,DBL,BB,Netherlands
9/24/2016,10/24/2016,10/26/2016,PDLX,DBL,FB,Sri Lanka
9/30/2016,10/24/2016,10/25/2016,PDLX,DBL,HB,Mexico
7/25/2016,10/24/2016,10/25/2016,SUPR,DBL,BB,Singapore
07-04-16,10/25/2016,10/26/2016,HDLX,DBL,HB,Sri Lanka
10/21/2016,10/25/2016,10/26/2016,STD,SGL,BB,United Kingdom
3/16/2016,10/25/2016,10/27/2016,SUPR,DBL,BB,Australia
10-01-16,10/25/2016,10/27/2016,PDLX,DBL,BB,United Kingdom
7/27/2016,10/25/2016,10/27/2016,GSUT,DBL,BB,Greece
10-09-16,10/25/2016,10/26/2016,PDLX,DBL,BB,Netherlands
06-08-16,10/25/2016,10/26/2016,STD,DBL,HB,France
03-09-16,10/25/2016,10/27/2016,STD,DBL,HB,Netherlands
7/18/2016,10/25/2016,10/28/2016,PDLX,DBL,BB,Australia
7/14/2016,10/25/2016,10/27/2016,STD,SGL,BB,Sri Lanka
07-12-16,10/25/2016,10/29/2016,STD,DBL,HB,Swaziland
10/20/2016,10/25/2016,10/26/2016,PDLX,DBL,FB,Sri Lanka
09-01-16,10/25/2016,10/26/2016,PDLX,DBL,BB,Russia
03-04-16,10/25/2016,10/27/2016,PDLX,DBL,BB,France
10-09-16,10/25/2016,10/26/2016,PDLX,DBL,HB,Germany
09-08-16,10/25/2016,10/26/2016,SUPR,DBL,BB,Lithuania
8/23/2016,10/25/2016,10/26/2016,PDLX,DBL,BB,United Arab Emirates
10/26/2016,10/26/2016,10/27/2016,STD,DBL,FB,Sri Lanka
10/21/2016,10/26/2016,10/27/2016,STD,DBL,BB,Singapore
10-12-16,10/26/2016,10/27/2016,HDLX,DBL,FB,Sri Lanka
8/16/2016,10/26/2016,10/27/2016,PDLX,DBL,BB,Germany
09-08-16,10/26/2016,10/27/2016,SUPR,TPL,BB,United Kingdom
02-10-16,10/26/2016,10/27/2016,PDLX,DBL,BB,United Kingdom
10-01-16,10/26/2016,10/27/2016,PDLX,DBL,FB,Sri Lanka
08-12-16,10/26/2016,10/27/2016,STD,DBL,HB,Spain
10-11-16,10/26/2016,10/28/2016,HDLX,DBL,BB,Sri Lanka
7/29/2016,10/26/2016,10/27/2016,PDLX,DBL,FB,Sri Lanka
4/16/2016,10/26/2016,10/28/2016,HDLX,DBL,FB,Sri Lanka
10/19/2016,10/26/2016,10/27/2016,PDLX,DBL,FB,Sri Lanka
10-03-16,10/26/2016,10/28/2016,PDLX,DBL,BB,Sri Lanka
9/15/2016,10/26/2016,10/28/2016,SUPR,DBL,BB,Cyprus
6/13/2016,10/27/2016,10/28/2016,SUPR,DBL,HB,United Kingdom
08-09-16,10/27/2016,10/28/2016,GSUT,DBL,HB,Sri Lanka
10/20/2016,10/27/2016,10/28/2016,PDLX,DBL,FB,Sri Lanka
6/30/2016,10/27/2016,10/28/2016,STD,DBL,HB,France
6/15/2016,10/27/2016,10/28/2016,PDLX,DBL,BB,France
05-03-16,10/27/2016,10/29/2016,SUPR,DBL,HB,Australia
10-04-16,10/27/2016,10/28/2016,PDLX,DBL,BB,United Kingdom
09-04-16,10/27/2016,10/29/2016,PDLX,DBL,HB,United Kingdom
07-01-16,10/27/2016,10/28/2016,HDLX,DBL,BB,Sri Lanka
09-06-16,10/27/2016,10/28/2016,PDLX,DBL,BB,France
9/15/2016,10/27/2016,10/28/2016,PDLX,DBL,HB,Australia
9/22/2016,10/27/2016,10/28/2016,STD,DBL,HB,France
7/21/2016,10/27/2016,10/28/2016,STD,DBL,FB,Sri Lanka
9/19/2016,10/28/2016,10/30/2016,HDLX,DBL,FB,Sri Lanka
9/19/2016,10/28/2016,10/30/2016,PDLX,SGL,HB,Holland
5/23/2016,10/28/2016,10/29/2016,STD,DBL,FB,Sri Lanka
1/18/2016,10/28/2016,10/30/2016,PDLX,DBL,FB,Sri Lanka
10/16/2016,10/28/2016,10/30/2016,PDLX,DBL,HB,Sri Lanka
08-09-16,10/28/2016,10/29/2016,GSUT,DBL,BB,Sri Lanka
10/17/2016,10/28/2016,10/30/2016,STD,DBL,FB,Sri Lanka
10/20/2016,10/28/2016,10/29/2016,PDLX,TPL,FB,Sri Lanka
10-05-16,10/28/2016,10/29/2016,PDLX,DBL,HB,Sri Lanka
9/13/2016,10/28/2016,10/31/2016,SUPR,DBL,BB,Germany
08-12-16,10/28/2016,10/29/2016,STD,DBL,FB,Sri Lanka
9/30/2016,10/28/2016,10/29/2016,PDLX,DBL,HB,Sri Lanka
9/21/2016,10/28/2016,10/29/2016,PDLX,DBL,BB,Swaziland
9/30/2016,10/28/2016,10/29/2016,HDLX,DBL,FB,Sri Lanka
6/26/2016,10/28/2016,10/30/2016,PDLX,DBL,HB,Sri Lanka
9/20/2016,10/28/2016,10/29/2016,PDLX,DBL,HB,Sri Lanka
9/14/2016,10/28/2016,10/30/2016,SUPR,DBL,BB,United States
7/21/2016,10/28/2016,10/29/2016,STD,DBL,BB,United Kingdom
4/22/2016,10/28/2016,10/30/2016,HDLX,DBL,FB,Sri Lanka
7/27/2016,10/28/2016,10/31/2016,STD,DBL,BB,United Kingdom
9/16/2016,10/29/2016,10/30/2016,STD,DBL,BB,Sri Lanka
9/23/2016,10/29/2016,10/31/2016,SUPR,DBL,BB,Singapore
6/16/2016,10/29/2016,10/30/2016,PDLX,DBL,FB,Sri Lanka
10/16/2016,10/29/2016,10/30/2016,PDLX,TPL,FB,Sri Lanka
08-02-16,10/29/2016,10/31/2016,PDLX,DBL,BB,United Kingdom
8/31/2016,10/29/2016,10/31/2016,PDLX,DBL,BB,France
6/13/2016,10/29/2016,10/30/2016,PDLX,DBL,FB,Sri Lanka
5/26/2016,10/29/2016,10/31/2016,PDLX,DBL,BB,United Kingdom
09-02-16,10/29/2016,10/30/2016,GSUT,DBL,BB,India
7/19/2016,10/29/2016,10/30/2016,SUPR,DBL,FB,Sri Lanka
9/27/2016,10/29/2016,10/31/2016,PDLX,DBL,FB,Sri Lanka
07-08-16,10/29/2016,10/31/2016,STD,DBL,BB,Ireland
4/22/2016,10/29/2016,10/30/2016,HDLX,DBL,FB,Sri Lanka
10/17/2016,10/29/2016,10/30/2016,STD,DBL,BB,France
10-03-16,10/30/2016,11-01-16,STD,DBL,BB,United Kingdom
9/23/2016,10/30/2016,10/31/2016,SUPR,DBL,BB,Singapore
08-11-16,10/30/2016,10/31/2016,HDLX,DBL,BB,Israel
09-03-16,10/30/2016,10/31/2016,GSUT,DBL,FB,Sri Lanka
5/27/2016,10/30/2016,11-01-16,HDLX,DBL,FB,United Kingdom
8/16/2016,10/30/2016,11-01-16,STD,SGL,BB,England
5/20/2016,10/30/2016,11-01-16,PDLX,DBL,BB,England
8/15/2016,10/30/2016,11-01-16,PDLX,DBL,HB,Switzerland
03-04-16,10/30/2016,11-01-16,PDLX,DBL,BB,England
02-09-16,10/30/2016,10/31/2016,PDLX,DBL,HB,Swaziland
10-06-16,10/30/2016,10/31/2016,SUPR,DBL,FB,Sri Lanka
10-10-16,10/30/2016,11-01-16,SUPR,TPL,BB,France
08-01-16,10/30/2016,11-01-16,PDLX,DBL,BB,England
9/19/2016,10/31/2016,11-02-16,STD,DBL,HB,United Kingdom
05-02-16,10/31/2016,11-02-16,HDLX,DBL,FB,Sri Lanka
04-04-16,10/31/2016,11-01-16,PDLX,DBL,BB,Scotland
9/27/2016,10/31/2016,11-01-16,PDLX,DBL,BB,France
10/18/2016,10/31/2016,11-01-16,HDLX,DBL,FB,Sri Lanka
10-10-16,10/31/2016,11-01-16,SUPR,DBL,FB,Sri Lanka
10-09-16,10/31/2016,11-01-16,STD,DBL,BB,United Kingdom
10/23/2016,10/31/2016,11-02-16,GSUT,DBL,BB,Sri Lanka
9/26/2016,10/31/2016,11-02-16,PDLX,DBL,FB,Sri Lanka
8/26/2016,10/31/2016,11-01-16,PDLX,DBL,HB,Slovenia
9/19/2016,10/31/2016,11-02-16,SUPR,DBL,BB,Australia
9/22/2016,10/31/2016,11-02-16,PDLX,DBL,BB,United Kingdom
09-06-16,10/31/2016,11-02-16,PDLX,TPL,BB,Swaziland
10/28/2016,11-01-16,11-02-16,STD,DBL,HB,United States
10/14/2016,11-01-16,11-03-16,PDLX,DBL,BB,United Kingdom
11-01-16,11-01-16,11-02-16,PDLX,TPL,BB,Algeria
9/22/2016,11-01-16,11-04-16,PDLX,DBL,BB,Germany
9/26/2016,11-01-16,11-02-16,PDLX,DBL,FB,Sri Lanka
9/25/2016,11-01-16,11-04-16,PDLX,DBL,BB,United Kingdom
4/19/2016,11-01-16,11-03-16,HDLX,DBL,FB,Sri Lanka
10-11-16,11-01-16,11-02-16,PDLX,DBL,FB,Sri Lanka
8/21/2016,11-01-16,11-03-16,SUPR,DBL,BB,Belgium
10-01-16,11-01-16,11-02-16,PDLX,DBL,HB,Sri Lanka
9/28/2016,11-01-16,11-02-16,PDLX,DBL,BB,Belarus (Byelorussia)
10/25/2016,11-01-16,11-02-16,STD,DBL,HB,New Zealand
05-12-16,11-01-16,11-02-16,STD,DBL,BB,Germany
10/31/2016,11-01-16,11-02-16,STD,DBL,BB,Germany
09-12-16,11-01-16,11-02-16,SUPR,DBL,FB,Sri Lanka
8/19/2016,11-01-16,11-03-16,HDLX,DBL,HB,England
9/15/2016,11-02-16,11-03-16,STD,DBL,HB,Sri Lanka
5/18/2016,11-02-16,11-04-16,PDLX,DBL,BB,England
11-01-16,11-02-16,11-03-16,STD,DBL,BB,Portugal
1/19/2016,11-02-16,11-04-16,PDLX,DBL,BB,England
11-01-16,11-02-16,11-03-16,STD,DBL,FB,Sri Lanka
11-01-16,11-02-16,11-03-16,PDLX,DBL,HB,Sri Lanka
10-02-16,11-02-16,11-03-16,PDLX,DBL,BB,Sweden
10-11-16,11-02-16,11-04-16,STD,DBL,FB,Sri Lanka
9/27/2016,11-02-16,11-04-16,PDLX,DBL,BB,United Kingdom
10/19/2016,11-02-16,11-03-16,PDLX,DBL,FB,Sri Lanka
07-02-16,11-02-16,11-03-16,HDLX,DBL,FB,Sri Lanka
6/27/2016,11-02-16,11-04-16,SUPR,DBL,BB,Taiwan
10/19/2016,11-02-16,11-03-16,STD,DBL,HB,Sri Lanka
10/31/2016,11-02-16,11-03-16,PDLX,DBL,BB,Australia
10/29/2016,11-02-16,11-03-16,STD,SGL,BB,Canada
4/27/2016,11-03-16,11-04-16,SUPR,DBL,HB,Belgium
8/29/2016,11-03-16,11-05-16,HDLX,DBL,HB,Sri Lanka
10-12-16,11-03-16,11-04-16,STD,DBL,BB,United Kingdom
8/29/2016,11-03-16,11-05-16,HDLX,DBL,HB,Sri Lanka
10/15/2016,11-03-16,11-05-16,PDLX,DBL,BB,United Arab Emirates
6/13/2016,11-03-16,11-05-16,HDLX,DBL,FB,Sri Lanka
6/22/2016,11-03-16,11-04-16,STD,DBL,HB,France
9/17/2016,11-03-16,11-04-16,STD,DBL,BB,United Kingdom
8/22/2016,11-03-16,11-04-16,STD,DBL,BB,United Kingdom
08-02-16,11-03-16,11-04-16,PDLX,DBL,BB,England
9/22/2016,11-03-16,11-04-16,PDLX,DBL,BB,Switzerland
8/26/2016,11-03-16,11-04-16,STD,DBL,FB,Sri Lanka
9/22/2016,11-03-16,11-05-16,PDLX,DBL,BB,Sweden
09-09-16,11-03-16,11-06-16,PDLX,DBL,BB,Australia
5/18/2016,11-04-16,11-05-16,STD,SGL,HB,Swaziland
10/26/2016,11-04-16,11-06-16,STD,DBL,HB,Sri Lanka
8/18/2016,11-04-16,11-06-16,PDLX,DBL,BB,Australia
07-12-16,11-04-16,11-06-16,SUPR,DBL,HB,Germany
08-03-16,11-04-16,11-06-16,STD,DBL,BB,France
06-10-16,11-04-16,11-06-16,STD,DBL,BB,Ireland
6/20/2016,11-04-16,11-05-16,PDLX,SGL,BB,United States
7/19/2016,11-04-16,11-05-16,SUPR,DBL,BB,Slovak Republic
7/26/2016,11-04-16,11-06-16,PDLX,DBL,BB,Germany
09-12-16,11-04-16,11-05-16,PDLX,DBL,BB,Swaziland
5/31/2016,11-04-16,11-05-16,PDLX,DBL,BB,United States
10/23/2016,11-04-16,11-05-16,STD,DBL,BB,Hong Kong
08-11-16,11-05-16,11-07-16,HDLX,DBL,BB,Australia
09-08-16,11-05-16,11-07-16,PDLX,DBL,HB,United Kingdom
8/15/2016,11-05-16,11-06-16,SUPR,DBL,BB,Spain
8/16/2016,11-05-16,11-06-16,STD,DBL,HB,Germany
10/17/2016,11-05-16,11-06-16,PDLX,DBL,BB,Spain
10-04-16,11-05-16,11-06-16,SUPR,DBL,FB,Sri Lanka
10-09-16,11-05-16,11-06-16,HDLX,DBL,FB,Sri Lanka
9/14/2016,11-05-16,11-06-16,PDLX,DBL,HB,Germany
07-12-16,11-05-16,11-06-16,PDLX,DBL,BB,England
4/19/2016,11-05-16,11-07-16,PDLX,DBL,BB,Germany
10-10-16,11-05-16,11-06-16,STD,DBL,FB,Sri Lanka
08-01-16,11-05-16,11-07-16,PDLX,DBL,HB,France
6/13/2016,11-05-16,11-08-16,HDLX,DBL,FB,United States
2/18/2016,11-05-16,11-06-16,STD,DBL,FB,Sri Lanka
6/15/2016,11-06-16,11-09-16,HDLX,DBL,HB,France
6/21/2016,11-06-16,11-08-16,GSUT,DBL,BB,Israel
02-11-16,11-06-16,11-08-16,STD,DBL,BB,United Kingdom
6/18/2016,11-06-16,11-08-16,STD,SGL,BB,Kuwait
3/28/2016,11-06-16,11-07-16,STD,DBL,BB,Israel
9/14/2016,11-06-16,11-07-16,PDLX,DBL,BB,United Kingdom
07-11-16,11-06-16,11-07-16,PDLX,DBL,HB,United States
07-06-16,11-06-16,11-07-16,SUPR,DBL,BB,Belgium
7/18/2016,11-06-16,11-07-16,SUPR,DBL,BB,United Kingdom
10/30/2016,11-06-16,11-07-16,STD,DBL,FB,Sri Lanka
8/27/2016,11-06-16,11-08-16,PDLX,DBL,HB,Germany
10/24/2016,11-06-16,11-08-16,PDLX,DBL,BB,Jordan
12/25/2015,11-06-16,11-07-16,SUPR,DBL,HB,England
10/27/2016,11-06-16,11-07-16,PDLX,DBL,BB,Malta
04-11-16,11-06-16,11-07-16,STD,DBL,BB,France
10/19/2016,11-07-16,11-08-16,PDLX,DBL,BB,Germany
10/26/2016,11-07-16,11-08-16,STD,SGL,BB,Germany
3/29/2016,11-07-16,11-09-16,PDLX,DBL,BB,United States
9/29/2016,11-07-16,11-10-16,PDLX,DBL,HB,Swaziland
11-07-16,11-07-16,11-08-16,HDLX,DBL,BB,Belgium
1/29/2016,11-07-16,11-08-16,PDLX,DBL,BB,Netherlands
06-03-16,11-07-16,11-10-16,PDLX,DBL,BB,United Kingdom
5/31/2016,11-07-16,11-09-16,PDLX,DBL,HB,Germany
03-01-16,11-08-16,11-11-16,PDLX,DBL,BB,United Kingdom
3/15/2016,11-08-16,11-10-16,HDLX,DBL,FB,Sri Lanka
9/20/2016,11-08-16,11-10-16,STD,DBL,BB,France
10/20/2016,11-08-16,11-10-16,STD,DBL,BB,United Kingdom
8/27/2016,11-08-16,11-10-16,SUPR,DBL,BB,France
9/27/2016,11-08-16,11-10-16,STD,DBL,BB,Sweden
10/20/2016,11-08-16,11-10-16,PDLX,DBL,BB,Australia
8/29/2016,11-08-16,11-09-16,PDLX,DBL,FB,Sri Lanka
09-04-16,11-08-16,11-10-16,SUPR,DBL,FB,Sri Lanka
6/28/2016,11-08-16,11-09-16,STD,DBL,HB,Germany
9/15/2016,11-08-16,11-09-16,PDLX,DBL,HB,Swaziland
4/18/2016,11-08-16,11-10-16,SUPR,DBL,HB,Belgium
8/23/2016,11-08-16,11-10-16,HDLX,DBL,HB,Sri Lanka
4/26/2016,11-08-16,11-09-16,PDLX,DBL,HB,Lebanon
6/25/2016,11-08-16,11-10-16,STD,DBL,FB,Sri Lanka
3/25/2016,11-09-16,11-10-16,STD,DBL,HB,France
09-07-16,11-09-16,11-10-16,GSUT,TPL,BB,India
10/16/2016,11-09-16,11-11-16,PDLX,DBL,BB,Germany
10-06-15,11-09-16,11-10-16,STD,DBL,BB,Sri Lanka
02-02-16,11-09-16,11-12-16,PDLX,DBL,BB,United Kingdom
5/19/2016,11-09-16,11-10-16,PDLX,DBL,HB,Switzerland
8/22/2016,11-09-16,11-11-16,PDLX,DBL,BB,Israel
11-09-16,11-09-16,11-10-16,PDLX,DBL,BB,China
04-07-16,11-09-16,11/13/2016,PDLX,DBL,BB,United Kingdom
6/17/2016,11-10-16,11-12-16,HDLX,DBL,BB,United Kingdom
11-02-16,11-10-16,11-11-16,PDLX,DBL,FB,Sri Lanka
09-02-16,11-10-16,11-11-16,GSUT,DBL,FB,Sri Lanka
4/15/2016,11-10-16,11-12-16,PDLX,DBL,BB,United Kingdom
2/13/2016,11-10-16,11/13/2016,PDLX,DBL,BB,Ireland
05-05-16,11-10-16,11-11-16,PDLX,SGL,BB,Australia
8/15/2016,11-10-16,11/13/2016,PDLX,DBL,BB,United Kingdom
6/28/2016,11-10-16,11-11-16,STD,DBL,BB,England
04-12-16,11-10-16,11-11-16,SUPR,DBL,HB,Germany
10-07-16,11-10-16,11-11-16,PDLX,DBL,FB,Sri Lanka
6/15/2016,11-10-16,11-12-16,HDLX,DBL,BB,United States
9/23/2016,11-10-16,11-12-16,STD,DBL,HB,Swaziland
09-01-16,11-11-16,11-12-16,PDLX,DBL,HB,France
11-09-16,11-11-16,11-12-16,PDLX,DBL,HB,Sri Lanka
1/22/2016,11-11-16,11/15/2016,STD,DBL,HB,United Kingdom
6/16/2016,11-11-16,11-12-16,STD,DBL,BB,Germany
6/23/2016,11-11-16,11/13/2016,PDLX,DBL,BB,Germany
4/18/2016,11-11-16,11-12-16,SUPR,SGL,HB,United Kingdom
4/25/2016,11-11-16,11/13/2016,PDLX,DBL,BB,United Kingdom
4/22/2016,11-11-16,11-12-16,SUPR,DBL,BB,France
09-01-16,11-11-16,11/14/2016,PDLX,DBL,FB,Sri Lanka
2/24/2016,11-11-16,11-12-16,PDLX,DBL,HB,Swaziland
07-01-16,11-11-16,11-12-16,STD,DBL,HB,Netherlands
8/29/2016,11-11-16,11-12-16,STD,DBL,BB,Singapore
10/13/2016,11-11-16,11-12-16,GSUT,SGL,BB,Netherlands
6/17/2016,11-11-16,11-12-16,PDLX,DBL,BB,United Kingdom
10/22/2016,11-11-16,11/13/2016,PDLX,DBL,HB,Portugal
08-07-16,11-12-16,11/14/2016,STD,DBL,BB,United Kingdom
5/17/2016,11-12-16,11/14/2016,PDLX,DBL,BB,Germany
10-09-16,11-12-16,11/14/2016,PDLX,DBL,FB,Sri Lanka
2/19/2015,11-12-16,11/13/2016,SUPR,DBL,FB,United States
08-02-16,11-12-16,11/13/2016,STD,DBL,BB,Germany
9/19/2016,11-12-16,11/13/2016,STD,DBL,HB,France
08-07-16,11-12-16,11/14/2016,SUPR,DBL,BB,Sri Lanka
11-11-16,11-12-16,11/13/2016,HDLX,DBL,HB,Sri Lanka
09-07-16,11-12-16,11/14/2016,GSUT,DBL,BB,Philippines
10-02-16,11-12-16,11/13/2016,SUPR,DBL,BB,Switzerland
08-05-16,11-12-16,11/14/2016,PDLX,DBL,FB,Sri Lanka
9/21/2016,11-12-16,11/13/2016,STD,DBL,HB,Sri Lanka
09-06-16,11-12-16,11/14/2016,HDLX,DBL,BB,Netherlands
10-11-16,11-12-16,11/14/2016,PDLX,DBL,HB,Sri Lanka
04-07-16,11-12-16,11/13/2016,PDLX,DBL,BB,United Kingdom
10/21/2016,11-12-16,11/13/2016,PDLX,DBL,FB,Sri Lanka
10/23/2016,11/13/2016,11/15/2016,PDLX,DBL,FB,Sri Lanka
9/14/2016,11/13/2016,11/15/2016,PDLX,DBL,BB,Denmark
1/27/2016,11/13/2016,11/15/2016,HDLX,DBL,BB,England
10/20/2016,11/13/2016,11/14/2016,PDLX,DBL,BB,Czech Republic
10-11-16,11/13/2016,11/14/2016,PDLX,DBL,HB,Sri Lanka
10/20/2016,11/13/2016,11/14/2016,PDLX,DBL,HB,Sri Lanka
03-11-16,11/13/2016,11/15/2016,SUPR,DBL,HB,France
09-01-16,11/13/2016,11/15/2016,STD,DBL,HB,Australia
07-11-16,11/13/2016,11/14/2016,STD,DBL,HB,Sri Lanka
02-02-16,11/13/2016,11/14/2016,SUPR,DBL,HB,United Kingdom
10/31/2016,11/13/2016,11/14/2016,PDLX,DBL,FB,Sri Lanka
05-08-16,11/13/2016,11/15/2016,STD,DBL,BB,Australia
8/15/2016,11/13/2016,11/15/2016,STD,DBL,HB,Sri Lanka
7/26/2016,11/13/2016,11/16/2016,HDLX,DBL,BB,United Kingdom
8/23/2016,11/14/2016,11/15/2016,HDLX,DBL,HB,Sri Lanka
09-05-16,11/14/2016,11/15/2016,STD,DBL,HB,Japan
10/26/2016,11/14/2016,11/16/2016,PDLX,DBL,FB,Sri Lanka
11-01-16,11/14/2016,11/16/2016,PDLX,DBL,BB,Germany
2/26/2016,11/14/2016,11/16/2016,PDLX,DBL,BB,United Kingdom
2/17/2016,11/14/2016,11/15/2016,SUPR,DBL,HB,Germany
09-09-16,11/14/2016,11/15/2016,STD,DBL,BB,Spain
9/23/2016,11/14/2016,11/16/2016,PDLX,DBL,BB,Sri Lanka
05-06-16,11/14/2016,11/15/2016,PDLX,DBL,HB,Germany
8/24/2016,11/14/2016,11/17/2016,GSUT,DBL,HB,Switzerland
11-04-16,11/14/2016,11/15/2016,PDLX,TPL,BB,Singapore
11-12-16,11/14/2016,11/15/2016,PDLX,DBL,BB,Australia
9/15/2016,11/14/2016,11/15/2016,PDLX,DBL,BB,Australia
2/18/2016,11/15/2016,11/17/2016,STD,DBL,BB,United Kingdom
10/25/2016,11/15/2016,11/16/2016,PDLX,DBL,FB,Sri Lanka
7/20/2016,11/15/2016,11/16/2016,SUPR,DBL,HB,Germany
11-01-16,11/15/2016,11/17/2016,PDLX,DBL,BB,Germany
10/29/2016,11/15/2016,11/16/2016,STD,DBL,BB,Hong Kong
07-07-16,11/15/2016,11/17/2016,SUPR,DBL,BB,United Kingdom
6/15/2016,11/15/2016,11/16/2016,STD,DBL,BB,Australia
08-01-16,11/15/2016,11/16/2016,HDLX,DBL,BB,Australia
10/28/2016,11/15/2016,11/17/2016,PDLX,DBL,BB,Sri Lanka
9/13/2016,11/15/2016,11/17/2016,SUPR,DBL,HB,Swaziland
10/30/2016,11/15/2016,11/17/2016,PDLX,DBL,HB,United Arab Emirates
8/30/2016,11/15/2016,11/17/2016,STD,DBL,BB,Australia
6/29/2016,11/15/2016,11/16/2016,HDLX,DBL,FB,Sri Lanka
3/17/2016,11/15/2016,11/17/2016,STD,DBL,HB,Germany
10-06-16,11/15/2016,11/17/2016,HDLX,DBL,BB,United States
10/14/2016,11/15/2016,11/16/2016,PDLX,DBL,FB,Sri Lanka
06-03-16,11/15/2016,11/16/2016,STD,DBL,BB,Swaziland
08-06-16,11/16/2016,11/18/2016,STD,DBL,BB,Netherlands
10/26/2016,11/16/2016,11/17/2016,PDLX,DBL,BB,Australia
11-09-16,11/16/2016,11/17/2016,PDLX,TPL,BB,Russia
10-06-16,11/16/2016,11/17/2016,HDLX,DBL,BB,United States
9/26/2016,11/16/2016,11/18/2016,PDLX,DBL,BB,Saudi Arabia
9/14/2016,11/16/2016,11/18/2016,STD,DBL,BB,France
10-04-16,11/16/2016,11/17/2016,PDLX,DBL,BB,Netherlands
9/26/2016,11/16/2016,11/18/2016,STD,SGL,BB,Saudi Arabia
9/28/2016,11/16/2016,11/18/2016,HDLX,DBL,BB,Sri Lanka
9/24/2016,11/16/2016,11/18/2016,HDLX,DBL,FB,United Kingdom
10-01-16,11/16/2016,11/18/2016,PDLX,DBL,HB,Saudi Arabia
10-04-16,11/16/2016,11/17/2016,PDLX,DBL,BB,Australia
4/19/2016,11/16/2016,11/17/2016,SUPR,DBL,HB,United Kingdom
11-05-16,11/16/2016,11/17/2016,PDLX,DBL,HB,Sri Lanka
10-04-16,11/17/2016,11/19/2016,PDLX,SGL,BB,Australia
9/29/2016,11/17/2016,11/19/2016,PDLX,DBL,BB,Scotland
11/17/2016,11/17/2016,11/18/2016,PDLX,DBL,BB,Netherlands
10-06-16,11/17/2016,11/18/2016,PDLX,TPL,FB,Sri Lanka
11/17/2016,11/17/2016,11/18/2016,GSUT,DBL,BB,United States
6/23/2016,11/17/2016,11/20/2016,SUPR,DBL,BB,Germany
8/15/2016,11/17/2016,11/18/2016,STD,DBL,BB,England
07-01-16,11/17/2016,11/21/2016,STD,DBL,BB,United Kingdom
7/20/2016,11/17/2016,11/18/2016,SUPR,DBL,HB,Germany
10/24/2016,11/17/2016,11/18/2016,PDLX,TPL,BB,Sri Lanka
10/18/2016,11/17/2016,11/19/2016,PDLX,DBL,FB,Sri Lanka
07-08-16,11/17/2016,11/19/2016,HDLX,DBL,BB,Germany
11-04-16,11/18/2016,11/19/2016,PDLX,DBL,FB,Sri Lanka
9/15/2016,11/18/2016,11/21/2016,GSUT,DBL,HB,Holland
11-08-16,11/18/2016,11/19/2016,HDLX,DBL,FB,Sri Lanka
3/24/2016,11/18/2016,11/19/2016,STD,DBL,BB,Australia
10/21/2016,11/18/2016,11/19/2016,SUPR,DBL,BB,United Kingdom
10/30/2016,11/18/2016,11/19/2016,STD,DBL,HB,Sri Lanka
10-10-16,11/18/2016,11/20/2016,PDLX,DBL,BB,Australia
10/28/2016,11/18/2016,11/19/2016,STD,DBL,BB,China
9/21/2016,11/18/2016,11/20/2016,PDLX,DBL,FB,Sri Lanka
10-12-16,11/18/2016,11/19/2016,SUPR,DBL,BB,Switzerland
09-04-16,11/18/2016,11/19/2016,PDLX,DBL,FB,Sri Lanka
12-03-15,11/18/2016,11/20/2016,STD,DBL,BB,United Kingdom
09-09-16,11/18/2016,11/20/2016,PDLX,DBL,HB,Sri Lanka
10/19/2016,11/18/2016,11/19/2016,STD,DBL,BB,Swaziland
11-01-16,11/18/2016,11/19/2016,PDLX,DBL,FB,Sri Lanka
08-06-16,11/19/2016,11/21/2016,STD,DBL,BB,Sri Lanka
4/19/2016,11/19/2016,11/21/2016,HDLX,DBL,FB,Sri Lanka
